지역,시험종류,연도,회차,시험구분,임용예정기관,직군,직렬,직류,직급,대상,선발예정인원,접수인원,경쟁률(접수/선발),응시인원,응시율(%),경쟁률(응시/선발),필기합격인원,합격선,합격선기준,양성평등합격선,원본파일명,비고
서울,공무원,2024,2회,공개경쟁,,기술직군,공업,일반전기,9급,저소득층,2,7,3.5:1,5,71.4,2.5:1,2,76,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,공업,일반화공,9급,일반,30,169,5.6:1,106,62.7,3.5:1,39,82,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,공업,일반화공,9급,장애인,1,0,,0,,,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,공업,일반화공,9급,저소득층,4,5,1.2:1,3,60.0,0.8:1,2,66,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,농업,일반농업,9급,일반,1,66,66.0:1,38,57.6,38.0:1,4,91,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,녹지,산림자원,9급,일반,24,153,6.4:1,106,69.3,4.4:1,31,77,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,녹지,산림자원,9급,장애인,3,4,1.3:1,3,75.0,1.0:1,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,녹지,산림자원,9급,저소득층,3,7,2.3:1,2,28.6,0.7:1,1,64,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,녹지,조경,9급,일반,25,158,6.3:1,98,62.0,3.9:1,34,72,과목평균,71,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,녹지,조경,9급,장애인,3,1,0.3:1,1,100.0,0.3:1,1,58,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,녹지,조경,9급,저소득층,3,9,3.0:1,7,77.8,2.3:1,3,58,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,보건,보건,9급,일반,5,348,69.6:1,215,61.8,43.0:1,8,96,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,간호,간호,8급,일반,10,335,33.5:1,210,62.7,21.0:1,13,92,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,환경,일반환경,9급,일반,3,77,25.7:1,44,57.1,14.7:1,6,85,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,일반토목,9급,일반,121,546,4.5:1,358,65.6,3.0:1,158,59,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,일반토목,9급,장애인,11,1,0.1:1,1,100.0,0.1:1,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,일반토목,9급,저소득층,16,8,0.5:1,7,87.5,0.4:1,3,64,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,건축,9급,일반,60,392,6.5:1,236,60.2,3.9:1,79,68,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,건축,9급,장애인,7,5,0.7:1,3,60.0,0.4:1,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,건축,9급,저소득층,9,16,1.8:1,11,68.8,1.2:1,7,60,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,지적,9급,일반,9,166,18.4:1,110,66.3,12.2:1,13,87,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설,지적,9급,장애인,1,0,,0,,,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,방재안전,방재안전,9급,일반,10,67,6.7:1,42,62.7,4.2:1,13,74,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,방송통신,통신기술,9급,일반,4,84,21.0:1,46,54.8,11.5:1,7,74,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,방송통신,통신기술,9급,장애인,1,3,3.0:1,3,100.0,3.0:1,1,81,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설관리,기계시설,9급,일반,30,319,10.6:1,175,54.9,5.8:1,41,65,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설관리,기계시설,9급,장애인,1,15,15.0:1,9,60.0,9.0:1,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설관리,기계시설,9급,저소득층,4,26,6.5:1,18,69.2,4.5:1,5,46.33,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설관리,전기시설,9급,일반,7,163,23.3:1,76,46.6,10.9:1,9,76.67,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설관리,전기시설,9급,장애인,1,9,9.0:1,4,44.4,4.0:1,0,,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,2회,공개경쟁,,기술직군,시설관리,전기시설,9급,저소득층,1,5,5.0:1,2,40.0,2.0:1,1,85,과목평균,,2024년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,행정,일반행정,7급,일반,105,8594,81.8:1,4871,56.7,46.4:1,161,94,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,행정,일반행정,7급,지방의회,5,341,68.2:1,138,40.5,27.6:1,7,94,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,행정,일반행정,7급,장애인,5,128,25.6:1,62,48.4,12.4:1,8,82,과목평균,79,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,행정,감사,7급,일반,2,196,98.0:1,67,34.2,33.5:1,4,91,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,세무,지방세,7급,일반,9,1020,113.3:1,374,36.7,41.6:1,13,86,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,세무,지방세,7급,장애인,1,12,12.0:1,5,41.7,5.0:1,1,63,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,행정직군,전산,전산,7급,일반,3,553,184.3:1,220,39.8,73.3:1,7,87,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,공업,일반기계,7급,일반,3,210,70.0:1,88,41.9,29.3:1,5,81,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,공업,일반전기,7급,일반,1,145,145.0:1,47,32.4,47.0:1,3,88,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,공업,일반화공,7급,일반,3,157,52.3:1,72,45.9,24.0:1,5,84,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,녹지,산림자원,7급,일반,4,170,42.5:1,72,42.4,18.0:1,6,86,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,녹지,조경,7급,일반,3,153,51.0:1,57,37.3,19.0:1,6,67,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,시설,일반토목,7급,일반,15,386,25.7:1,158,40.9,10.5:1,23,67,과목평균,64,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,시설,일반토목,7급,장애인,1,1,1.0:1,0,,,0,,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,시설,건축,7급,일반,8,344,43.0:1,127,36.9,15.9:1,11,78,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,시설,건축,7급,장애인,1,4,4.0:1,3,75.0,3.0:1,0,,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,시설,지적,7급,일반,1,59,59.0:1,16,27.1,16.0:1,3,85,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2024,3회,공개경쟁,,기술직군,방송통신,통신기술,7급,일반,1,97,97.0:1,33,34.0,33.0:1,3,72,과목평균,,2024년도 제3회 서울특별시 지방공무원 임용시험 현황.xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,행정,일반행정,9급,일반,666,10051,15.1:1,6838,68.0,10.3:1,857,88,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,행정,일반행정,9급,지방의회,22,301,13.7:1,154,51.2,7.0:1,33,88,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,행정,일반행정,9급,장애인,41,256,6.2:1,184,71.9,4.5:1,54,53,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,행정,일반행정,9급,저소득층,81,397,4.9:1,272,68.5,3.4:1,105,64,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,세무,지방세,9급,일반,98,2058,21.0:1,1260,61.2,12.9:1,151,84,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,세무,지방세,9급,장애인,6,23,3.8:1,11,47.8,1.8:1,5,55,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,세무,지방세,9급,저소득층,12,71,5.9:1,42,59.2,3.5:1,16,57,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,사회복지,사회복지,9급,일반,121,1534,12.7:1,1129,73.6,9.3:1,150,81,과목평균,78,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,사회복지,사회복지,9급,장애인,8,47,5.9:1,36,76.6,4.5:1,8,52,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,사회복지,사회복지,9급,저소득층,14,104,7.4:1,73,70.2,5.2:1,18,64,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,사서,사서,9급,일반,13,398,30.6:1,243,61.1,18.7:1,20,90,과목평균,87,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,속기,속기,9급,지방의회,3,47,15.7:1,31,66.0,10.3:1,6,88,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,행정직군,방호,방호,9급,지방의회,1,238,238.0:1,121,50.8,121.0:1,3,91.67,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반기계,9급,일반,15,135,9.0:1,79,58.5,5.3:1,22,83,과목평균,80,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반기계,9급,장애인,2,3,1.5:1,2,66.7,1.0:1,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반기계,9급,저소득층,2,6,3.0:1,6,100.0,3.0:1,3,57,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반전기,9급,일반,21,192,9.1:1,111,57.8,5.3:1,29,79,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반전기,9급,장애인,2,6,3.0:1,2,33.3,1.0:1,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반전기,9급,저소득층,3,7,2.3:1,4,57.1,1.3:1,3,59,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,공업,일반화공,9급,일반,7,105,15.0:1,69,65.7,9.9:1,9,88,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,농업,일반농업,9급,일반,2,67,33.5:1,40,59.7,20.0:1,4,86,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,농업,축산,9급,일반,3,27,9.0:1,19,70.4,6.3:1,5,86,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,농업,축산,9급,저소득층,1,4,4.0:1,0,,,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,녹지,산림자원,9급,일반,13,136,10.5:1,99,72.8,7.6:1,18,85,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,녹지,산림자원,9급,장애인,3,5,1.7:1,3,60.0,1.0:1,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,녹지,산림자원,9급,저소득층,3,8,2.7:1,3,37.5,1.0:1,1,63,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,녹지,조경,9급,일반,13,159,12.2:1,107,67.3,8.2:1,17,80,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,녹지,조경,9급,장애인,3,3,1.0:1,3,100.0,1.0:1,1,70,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,녹지,조경,9급,저소득층,3,8,2.7:1,5,62.5,1.7:1,2,55,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,보건,보건,9급,일반,3,303,101.0:1,202,66.7,67.3:1,6,98,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,보건,보건,9급,저소득층,1,10,10.0:1,6,60.0,6.0:1,3,63,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,간호,간호,8급,일반,89,875,9.8:1,573,65.5,6.4:1,131,90,과목평균,87,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,환경,일반환경,9급,일반,3,95,31.7:1,55,57.9,18.3:1,6,87,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,일반토목,9급,일반,114,620,5.4:1,420,67.7,3.7:1,154,68,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,일반토목,9급,장애인,12,3,0.2:1,3,100.0,0.2:1,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,일반토목,9급,저소득층,13,9,0.7:1,6,66.7,0.5:1,2,60,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,건축,9급,일반,52,424,8.2:1,267,63.0,5.1:1,70,77,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,건축,9급,장애인,4,11,2.8:1,11,100.0,2.8:1,5,53,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,건축,9급,저소득층,6,10,1.7:1,8,80.0,1.3:1,4,60,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,지적,9급,일반,16,165,10.3:1,117,70.9,7.3:1,21,81,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,지적,9급,장애인,2,2,1.0:1,1,50.0,0.5:1,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설,지적,9급,저소득층,2,0,,0,,,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,방재안전,방재안전,9급,일반,9,76,8.4:1,46,60.5,5.1:1,12,78,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,방재안전,방재안전,9급,저소득층,1,0,,0,,,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,방송통신,통신기술,9급,일반,6,134,22.3:1,60,44.8,10.0:1,11,76,과목평균,75,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,방송통신,통신기술,9급,장애인,1,4,4.0:1,4,100.0,4.0:1,1,73,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,방송통신,통신기술,9급,저소득층,1,4,4.0:1,0,,,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설관리,기계시설,9급,일반,28,398,14.2:1,242,60.8,8.6:1,41,78.33,과목평균,76.67,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설관리,기계시설,9급,장애인,3,21,7.0:1,15,71.4,5.0:1,5,51.33,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설관리,기계시설,9급,저소득층,4,27,6.8:1,17,63.0,4.2:1,6,56.67,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설관리,전기시설,9급,일반,31,309,10.0:1,161,52.1,5.2:1,40,75,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설관리,전기시설,9급,장애인,3,5,1.7:1,2,40.0,0.7:1,0,,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,1회,공개경쟁,,과학기술직군,시설관리,전기시설,9급,저소득층,4,13,3.2:1,8,61.5,2.0:1,2,58.33,과목평균,,2025년도 제1회 서울특별시 지방공무원 임용시험 현황 (1).xlsx,
서울,공무원,2025,2회,공개경쟁,,행정직군,행정,일반행정,7급,일반,63,7402,117.5:1,3916,52.9,62.2:1,90,88,과목평균,,2025년도 제2회 서울특별시 지방공무원 임용시험 현황.xlsx,
